country,iso3,label,baseline_local,local_price,variation_local,local_currency,local_range,Date
Iraq,IRQ,Apples (1kg),1372.3,1.15,-99.92,$,0.64-1.68,2021-05-02
Iraq,IRQ,Apples (1kg),1372.3,0.99,-99.93,$,0.6-1.68,2022-05-15
Iraq,IRQ,Apples (1kg),1372.3,1372.3,0.0,IQD,996.86-1993.71,2020-02-09
Iraq,IRQ,Apples (1kg),1372.3,1481.98,7.99,IQD,749.99-2194.3,2021-03-14
Iraq,IRQ,Apples (1kg),1372.3,1379.04,0.49,IQD,715.11-2000.01,2020-09-20
Iraq,IRQ,Apples (1kg),1372.3,0.97,-99.93,$,0.53-1.68,2022-11-06
Iraq,IRQ,Apples (1kg),1372.3,0.95,-99.93,$,0.24-0.68,2023-02-05
Iraq,IRQ,Apples (1kg),1372.3,0.97,-99.93,$,0.64-1.68,2022-07-31
Iraq,IRQ,Apples (1kg),1372.3,1396.14,1.74,IQD,715.75-2000.01,2020-10-18
Iraq,IRQ,Apples (1kg),1372.3,1.08,-99.92,$,0.64-1.68,2021-11-28
Iraq,IRQ,Apples (1kg),1372.3,0.97,-99.93,$,0.6-1.68,2022-08-07
Iraq,IRQ,Apples (1kg),1372.3,1393.86,1.57,IQD,718.22-2000.01,2020-06-07
Iraq,IRQ,Apples (1kg),1372.3,0.98,-99.93,$,0.64-1.5,2022-06-26
Iraq,IRQ,Apples (1kg),1372.3,1381.54,0.67,IQD,749.99-7338.61,2020-04-26
Iraq,IRQ,Apples (1kg),1372.3,1284.61,-6.39,IQD,356.78-907.19,2023-12-10
Iraq,IRQ,Apples (1kg),1372.3,1.06,-99.92,$,0.55-1.68,2022-01-02
Iraq,IRQ,Apples (1kg),1372.3,1282.71,-6.53,IQD,387.31-907.19,2024-02-18
Iraq,IRQ,Apples (1kg),1372.3,1.08,-99.92,$,0.64-1.68,2021-11-21
Iraq,IRQ,Apples (1kg),1372.3,0.95,-99.93,$,0.53-1.68,2023-01-08
Iraq,IRQ,Apples (1kg),1372.3,1297.13,-5.48,IQD,340.19-907.19,2023-10-22
Iraq,IRQ,Apples (1kg),1372.3,0.95,-99.93,$,0.24-0.68,2023-03-26
Iraq,IRQ,Apples (1kg),1372.3,1.06,-99.92,$,0.64-1.68,2021-12-26
Iraq,IRQ,Apples (1kg),1372.3,1.1,-99.92,$,0.64-1.68,2021-08-22
Iraq,IRQ,Apples (1kg),1372.3,1367.21,-0.37,IQD,660.99-2000.01,2020-08-30
Iraq,IRQ,Apples (1kg),1372.3,0.95,-99.93,$,0.24-0.68,2023-04-02
Iraq,IRQ,Apples (1kg),1372.3,1485.2,8.23,IQD,749.99-2193.84,2021-03-07
Iraq,IRQ,Apples (1kg),1372.3,1311.08,-4.46,IQD,340.19-907.19,2023-09-03
Iraq,IRQ,Apples (1kg),1372.3,0.95,-99.93,$,0.51-1.68,2022-12-11
Iraq,IRQ,Apples (1kg),1372.3,0.95,-99.93,$,0.53-1.68,2023-01-15
Iraq,IRQ,Apples (1kg),1372.3,1484.5,8.18,IQD,749.99-2203.25,2021-01-10
Iraq,IRQ,Apples (1kg),1372.3,1.1,-99.92,$,0.64-1.68,2021-07-25
Iraq,IRQ,Apples (1kg),1372.3,1296.66,-5.51,IQD,340.19-907.19,2023-10-15
Iraq,IRQ,Apples (1kg),1372.3,0.95,-99.93,$,0.24-0.68,2023-02-26
Iraq,IRQ,Apples (1kg),1372.3,0.95,-99.93,$,0.24-0.68,2023-02-19
Iraq,IRQ,Apples (1kg),1372.3,1.12,-99.92,$,0.64-1.68,2021-06-20
Iraq,IRQ,Apples (1kg),1372.3,0.97,-99.93,$,0.6-1.68,2022-07-24
Iraq,IRQ,Apples (1kg),1372.3,1368.82,-0.25,IQD,716.61-2000.01,2020-09-13
Iraq,IRQ,Apples (1kg),1372.3,1.08,-99.92,$,0.64-1.68,2021-12-05
Iraq,IRQ,Apples (1kg),1372.3,1.08,-99.92,$,0.64-1.68,2021-12-12
Iraq,IRQ,Apples (1kg),1372.3,0.97,-99.93,$,0.53-1.68,2022-11-27
Iraq,IRQ,Apples (1kg),1372.3,1442.24,5.1,IQD,749.99-2191.3,2020-12-20
Iraq,IRQ,Apples (1kg),1372.3,1289.75,-6.02,IQD,340.19-907.19,2023-11-19
Iraq,IRQ,Apples (1kg),1372.3,1.06,-99.92,$,0.55-1.68,2022-01-30
Iraq,IRQ,Apples (1kg),1372.3,1.06,-99.92,$,0.64-1.68,2021-12-19
Iraq,IRQ,Apples (1kg),1372.3,1421.2,3.56,IQD,749.99-2000.01,2020-12-06
Iraq,IRQ,Apples (1kg),1372.3,0.95,-99.93,$,0.51-1.68,2022-12-18
Iraq,IRQ,Apples (1kg),1372.3,0.97,-99.93,$,0.6-1.5,2022-07-10
Iraq,IRQ,Apples (1kg),1372.3,0.99,-99.93,$,0.6-1.68,2022-05-08
Iraq,IRQ,Apples (1kg),1372.3,1.06,-99.92,$,0.55-1.68,2022-01-09
Iraq,IRQ,Apples (1kg),1372.3,0.97,-99.93,$,0.64-1.68,2022-09-04
Iraq,IRQ,Apples (1kg),1372.3,1.15,-99.92,$,0.64-1.68,2021-04-25
Iraq,IRQ,Apples (1kg),1372.3,1476.69,7.61,IQD,749.99-2193.75,2021-04-11
Iraq,IRQ,Apples (1kg),1372.3,1.06,-99.92,$,0.6-1.68,2022-02-20
Iraq,IRQ,Apples (1kg),1372.3,1382.55,0.75,IQD,661.65-2000.01,2020-08-23
Iraq,IRQ,Apples (1kg),1372.3,1483.74,8.12,IQD,749.99-2192.67,2021-02-28
Iraq,IRQ,Apples (1kg),1372.3,1296.89,-5.49,IQD,340.19-907.19,2023-10-01
Iraq,IRQ,Apples (1kg),1372.3,1380.97,0.63,IQD,714.65-2000.01,2020-07-26
Iraq,IRQ,Apples (1kg),1372.3,0.95,-99.93,$,0.24-0.68,2023-02-12
Iraq,IRQ,Apples (1kg),1372.3,1360.81,-0.84,IQD,749.99-7205.29,2020-04-05
Iraq,IRQ,Apples (1kg),1372.3,1.1,-99.92,$,0.64-1.68,2021-08-15
Iraq,IRQ,Apples (1kg),1372.3,1297.89,-5.42,IQD,340.19-907.19,2023-09-10
Iraq,IRQ,Apples (1kg),1372.3,1475.78,7.54,IQD,749.99-2193.24,2021-04-04
Iraq,IRQ,Apples (1kg),1372.3,0.96,-99.93,$,0.51-1.68,2022-12-04
Iraq,IRQ,Apples (1kg),1372.3,1294.87,-5.64,IQD,340.19-907.19,2023-10-08
Iraq,IRQ,Apples (1kg),1372.3,1.01,-99.93,$,0.55-1.68,2022-04-17
Iraq,IRQ,Apples (1kg),1372.3,1.06,-99.92,$,0.55-1.68,2022-01-23
Iraq,IRQ,Apples (1kg),1372.3,1295.7,-5.58,IQD,340.19-907.19,2023-07-16
Iraq,IRQ,Apples (1kg),1372.3,1297.71,-5.44,IQD,340.19-907.19,2023-09-17
Iraq,IRQ,Apples (1kg),1372.3,1481.11,7.93,IQD,749.99-2198.01,2021-01-17
Iraq,IRQ,Apples (1kg),1372.3,1420.08,3.48,IQD,749.99-2000.01,2020-12-13
Iraq,IRQ,Apples (1kg),1372.3,1413.48,3.0,IQD,715.36-2000.01,2020-07-12
Iraq,IRQ,Apples (1kg),1372.3,1291.44,-5.89,IQD,387.02-907.19,2023-12-31
Iraq,IRQ,Apples (1kg),1372.3,1391.21,1.38,IQD,718.07-2000.01,2020-11-01
Iraq,IRQ,Apples (1kg),1372.3,1392.58,1.48,IQD,661.65-2000.01,2020-08-16
Iraq,IRQ,Apples (1kg),1372.3,1299.83,-5.28,IQD,340.19-907.19,2023-09-24
Iraq,IRQ,Apples (1kg),1372.3,1310.97,-4.47,IQD,340.19-907.19,2023-08-13
Iraq,IRQ,Apples (1kg),1372.3,1.01,-99.93,$,0.55-1.68,2022-04-10
Iraq,IRQ,Apples (1kg),1372.3,0.95,-99.93,$,0.24-0.68,2023-03-19
Iraq,IRQ,Apples (1kg),1372.3,0.99,-99.93,$,0.64-1.68,2022-06-05
Iraq,IRQ,Apples (1kg),1372.3,1381.94,0.7,IQD,717.56-2000.01,2020-10-04
Iraq,IRQ,Apples (1kg),1372.3,1290.41,-5.97,IQD,340.19-907.19,2023-11-12
Iraq,IRQ,Apples (1kg),1372.3,1285.95,-6.29,IQD,358.79-907.19,2023-12-17
Iraq,IRQ,Apples (1kg),1372.3,1.1,-99.92,$,0.64-1.68,2021-10-24
Iraq,IRQ,Apples (1kg),1372.3,1.1,-99.92,$,0.64-1.68,2021-08-29
Iraq,IRQ,Apples (1kg),1372.3,1481.39,7.95,IQD,749.99-2193.75,2021-01-24
Iraq,IRQ,Apples (1kg),1372.3,,,NULL,NULL,2021-09-05
Iraq,IRQ,Apples (1kg),1372.3,1.1,-99.92,$,0.64-1.68,2021-09-05
Iraq,IRQ,Apples (1kg),1372.3,1.15,-99.92,$,0.64-1.68,2021-05-09
Iraq,IRQ,Apples (1kg),1372.3,1285.77,-6.31,IQD,390.22-907.19,2024-02-04
Iraq,IRQ,Apples (1kg),1372.3,1.06,-99.92,$,0.6-1.68,2022-02-13
Iraq,IRQ,Apples (1kg),1372.3,1289.67,-6.02,IQD,340.19-907.19,2023-11-26
Iraq,IRQ,Apples (1kg),1372.3,0.99,-99.93,$,0.6-1.68,2022-05-22
Iraq,IRQ,Apples (1kg),1372.3,1278.3,-6.85,IQD,340.19-907.19,2023-05-14
Iraq,IRQ,Apples (1kg),1372.3,1290.46,-5.96,IQD,340.19-907.19,2023-06-18
Iraq,IRQ,Apples (1kg),1372.3,1295.55,-5.59,IQD,416.63-907.19,2024-01-14
Iraq,IRQ,Apples (1kg),1372.3,1.04,-99.92,$,0.64-1.68,2022-04-03
Iraq,IRQ,Apples (1kg),1372.3,0.95,-99.93,$,0.51-1.68,2022-12-25
Iraq,IRQ,Apples (1kg),1372.3,1.15,-99.92,$,0.64-1.68,2021-04-18
Iraq,IRQ,Apples (1kg),1372.3,1477.32,7.65,IQD,749.99-2195.69,2021-04-18
Iraq,IRQ,Apples (1kg),1372.3,0.97,-99.93,$,0.6-1.68,2022-10-30
Iraq,IRQ,Apples (1kg),1372.3,0.95,-99.93,$,0.53-1.68,2023-01-01
Iraq,IRQ,Apples (1kg),1372.3,1.14,-99.92,$,0.64-1.68,2021-05-23
Iraq,IRQ,Apples (1kg),1372.3,1299.18,-5.33,IQD,340.19-907.19,2023-07-09
Iraq,IRQ,Apples (1kg),1372.3,1293.37,-5.75,IQD,415.91-907.19,2024-01-07
Iraq,IRQ,Apples (1kg),1372.3,0.97,-99.93,$,0.6-1.68,2022-09-11
Iraq,IRQ,Apples (1kg),1372.3,0.97,-99.93,$,0.53-1.68,2022-11-13
Iraq,IRQ,Apples (1kg),1372.3,1392.82,1.49,IQD,716.92-2000.01,2020-05-31
Iraq,IRQ,Apples (1kg),1372.3,1396.89,1.79,IQD,750.00-2000.00,2020-05-10
Iraq,IRQ,Apples (1kg),1372.3,1390.16,1.3,IQD,658.54-2000.01,2020-08-09
Iraq,IRQ,Apples (1kg),1372.3,1398.33,1.9,IQD,716.66-2000.01,2020-10-25
Iraq,IRQ,Apples (1kg),1372.3,1283.07,-6.5,IQD,340.19-907.19,2023-06-04
Iraq,IRQ,Apples (1kg),1372.3,1.12,-99.92,$,0.64-1.68,2021-06-13
Iraq,IRQ,Apples (1kg),1372.3,1.01,-99.93,$,0.55-1.68,2022-04-24
Iraq,IRQ,Apples (1kg),1372.3,1307.81,-4.7,IQD,340.19-907.19,2023-08-27
Iraq,IRQ,Apples (1kg),1372.3,1497.45,9.12,IQD,749.99-2202.35,2021-01-03
Iraq,IRQ,Apples (1kg),1372.3,0.97,-99.93,$,0.64-1.68,2022-08-21
Iraq,IRQ,Apples (1kg),1372.3,0.99,-99.93,$,0.64-1.68,2022-06-12
Iraq,IRQ,Apples (1kg),1372.3,1413.43,3.0,IQD,720.03-2000.01,2020-06-21
Iraq,IRQ,Apples (1kg),1372.3,1280.85,-6.66,IQD,357.42-907.19,2023-12-03
Iraq,IRQ,Apples (1kg),1372.3,1404.54,2.35,IQD,749.99-2000.01,2020-11-29
Iraq,IRQ,Apples (1kg),1372.3,1298.93,-5.35,IQD,340.19-907.19,2023-10-29
Iraq,IRQ,Apples (1kg),1372.3,1.1,-99.92,$,0.64-1.68,2021-09-26
Iraq,IRQ,Apples (1kg),1372.3,1281.23,-6.64,IQD,386.61-907.19,2024-02-25
Iraq,IRQ,Apples (1kg),1372.3,0.95,-99.93,$,0.24-0.68,2023-04-23
Iraq,IRQ,Apples (1kg),1372.3,0.99,-99.93,$,0.64-1.68,2022-06-19
Iraq,IRQ,Apples (1kg),1372.3,0.95,-99.93,$,0.24-0.68,2023-01-29
Iraq,IRQ,Apples (1kg),1372.3,1.1,-99.92,$,0.64-1.68,2021-08-01
Iraq,IRQ,Apples (1kg),1372.3,1.1,-99.92,$,0.64-1.68,2021-10-10
Iraq,IRQ,Apples (1kg),1372.3,1286.8,-6.23,IQD,340.19-907.19,2023-06-11
Iraq,IRQ,Apples (1kg),1372.3,1303.3,-5.03,IQD,340.19-907.19,2023-07-02
Iraq,IRQ,Apples (1kg),1372.3,0.95,-99.93,$,0.24-0.68,2023-03-12
Iraq,IRQ,Apples (1kg),1372.3,1363.07,-0.67,IQD,749.99-7398.42,2020-04-19
Iraq,IRQ,Apples (1kg),1372.3,0.95,-99.93,$,0.53-1.50,2023-01-22
Iraq,IRQ,Apples (1kg),1372.3,1359.22,-0.95,IQD,749.99-7334.66,2020-04-12
Iraq,IRQ,Apples (1kg),1372.3,1301.76,-5.14,IQD,340.19-907.19,2023-07-23
Iraq,IRQ,Apples (1kg),1372.3,1388.2,1.16,IQD,749.99-2000.01,2020-11-15
Iraq,IRQ,Apples (1kg),1372.3,1.06,-99.92,$,0.55-1.68,2022-01-16
Iraq,IRQ,Apples (1kg),1372.3,1379.98,0.56,IQD,654.51-2000.01,2020-08-02
Iraq,IRQ,Apples (1kg),1372.3,1.1,-99.92,$,0.64-1.68,2021-10-03
Iraq,IRQ,Apples (1kg),1372.3,1287.97,-6.15,IQD,388.02-907.19,2024-01-28
Iraq,IRQ,Apples (1kg),1372.3,1.1,-99.92,$,0.64-1.68,2021-10-17
Iraq,IRQ,Apples (1kg),1372.3,1288.8,-6.08,IQD,388.02-907.19,2024-01-21
Iraq,IRQ,Apples (1kg),1372.3,1.12,-99.92,$,0.64-1.68,2021-06-06
Iraq,IRQ,Apples (1kg),1372.3,1481.93,7.99,IQD,749.99-2194.48,2021-03-21
Iraq,IRQ,Apples (1kg),1372.3,1.1,-99.92,$,0.64-1.68,2021-10-31
Iraq,IRQ,Apples (1kg),1372.3,1398.51,1.91,IQD,716.39-2000.01,2020-05-24
Iraq,IRQ,Apples (1kg),1372.3,1.12,-99.92,$,0.64-1.68,2021-07-11
Iraq,IRQ,Apples (1kg),1372.3,1275.68,-7.04,IQD,340.19-907.19,2023-05-07
Iraq,IRQ,Apples (1kg),1372.3,1.06,-99.92,$,0.64-1.68,2022-03-20
Iraq,IRQ,Apples (1kg),1372.3,1.06,-99.92,$,0.64-1.68,2022-03-06
Iraq,IRQ,Apples (1kg),1372.3,1.13,-99.92,$,0.64-1.68,2021-05-30
Iraq,IRQ,Apples (1kg),1372.3,1281.49,-6.62,IQD,386.33-907.19,2024-02-11
Iraq,IRQ,Apples (1kg),1372.3,0.97,-99.93,$,0.64-1.68,2022-08-28
Iraq,IRQ,Apples (1kg),1372.3,0.97,-99.93,$,0.6-1.68,2022-10-09
Iraq,IRQ,Apples (1kg),1372.3,1.1,-99.92,$,0.64-1.68,2021-08-08
Iraq,IRQ,Apples (1kg),1372.3,1.12,-99.92,$,0.64-1.68,2021-06-27
Iraq,IRQ,Apples (1kg),1372.3,1496.94,9.08,IQD,749.99-2195.27,2020-12-27
Iraq,IRQ,Apples (1kg),1372.3,1285.86,-6.3,IQD,357.86-907.19,2023-12-24
Iraq,IRQ,Apples (1kg),1372.3,1.06,-99.92,$,0.64-1.68,2022-02-27
Iraq,IRQ,Apples (1kg),1372.3,0.95,-99.93,$,0.24-0.68,2023-03-05
Iraq,IRQ,Apples (1kg),1372.3,1.1,-99.92,$,0.64-1.68,2021-11-14
Iraq,IRQ,Apples (1kg),1372.3,1390.61,1.33,IQD,718.99-2000.01,2020-10-11
Iraq,IRQ,Apples (1kg),1372.3,0.97,-99.93,$,0.53-1.68,2022-11-20
Iraq,IRQ,Apples (1kg),1372.3,0.97,-99.93,$,0.6-1.68,2022-10-16
Iraq,IRQ,Apples (1kg),1372.3,0.97,-99.93,$,0.6-1.68,2022-10-23
Iraq,IRQ,Apples (1kg),1372.3,1414.74,3.09,IQD,719.37-2000.01,2020-06-28
Iraq,IRQ,Apples (1kg),1372.3,1279.85,-6.74,IQD,340.19-907.19,2023-05-28
Iraq,IRQ,Apples (1kg),1372.3,0.95,-99.93,$,0.24-0.68,2023-04-16
Iraq,IRQ,Apples (1kg),1372.3,1.1,-99.92,$,0.64-1.68,2021-09-19
Iraq,IRQ,Apples (1kg),1372.3,1278.42,-6.84,IQD,340.19-907.19,2023-05-21
Iraq,IRQ,Apples (1kg),1372.3,1476.98,7.63,IQD,749.99-2193.75,2021-02-21
Iraq,IRQ,Apples (1kg),1372.3,1404.15,2.32,IQD,749.99-2000.01,2020-11-22
Iraq,IRQ,Apples (1kg),1372.3,1293.56,-5.74,IQD,340.19-907.19,2023-11-05
Iraq,IRQ,Apples (1kg),1372.3,1.1,-99.92,$,0.64-1.68,2021-09-12
Iraq,IRQ,Apples (1kg),1372.3,0.97,-99.93,$,0.64-1.68,2022-08-14
Iraq,IRQ,Apples (1kg),1372.3,0.95,-99.93,$,0.24-0.68,2023-04-30
Iraq,IRQ,Apples (1kg),1372.3,1271.83,-7.32,IQD,340.19-907.19,2023-04-30
Iraq,IRQ,Apples (1kg),1372.3,1399.8,2.0,IQD,719.9-2000.01,2020-06-14
Iraq,IRQ,Apples (1kg),1372.3,1300.02,-5.27,IQD,340.19-907.19,2023-06-25
Iraq,IRQ,Apples (1kg),1372.3,1386.76,1.05,IQD,716.85-2000.01,2020-09-27
Iraq,IRQ,Apples (1kg),1372.3,1310.1,-4.53,IQD,340.19-907.19,2023-08-06
Iraq,IRQ,Apples (1kg),1372.3,1306.65,-4.78,IQD,340.19-907.19,2023-08-20
Iraq,IRQ,Apples (1kg),1372.3,1477.23,7.65,IQD,749.99-2193.75,2021-02-14
Iraq,IRQ,Apples (1kg),1372.3,1369.58,-0.2,IQD,717.87-2000.01,2020-09-06
Iraq,IRQ,Apples (1kg),1372.3,0.97,-99.93,$,0.6-1.68,2022-07-17
Iraq,IRQ,Apples (1kg),1372.3,1480.91,7.91,IQD,749.99-2193.75,2021-01-31
Iraq,IRQ,Apples (1kg),1372.3,1.06,-99.92,$,0.64-1.68,2022-03-27
Suriname,SUR,Apples (1kg),28.45,5.34,-81.23,$,1.04-10.6,2021-02-07
Suriname,SUR,Apples (1kg),28.45,,,NULL,NULL,2021-05-16
Suriname,SUR,Apples (1kg),28.45,5.34,-81.23,$,1.04-10.6,2021-05-16
Suriname,SUR,Apples (1kg),28.45,3.62,-87.28,$,1.06-2.27,2023-04-09
Suriname,SUR,Apples (1kg),28.45,5.34,-81.23,$,1.04-10.6,2021-03-28
Suriname,SUR,Apples (1kg),28.45,5.34,-81.23,$,1.04-10.6,2021-07-04
Suriname,SUR,Apples (1kg),28.45,34.66,21.83,SRD,7.72-60.01,2020-07-19
Suriname,SUR,Apples (1kg),28.45,4.09,-85.62,$,2.34-5,2022-05-01
Suriname,SUR,Apples (1kg),28.45,5.34,-81.23,$,1.04-10.6,2021-07-18
Suriname,SUR,Apples (1kg),28.45,4.85,-82.96,$,1.04-8.05,2020-11-08
Suriname,SUR,Apples (1kg),28.45,34.66,21.83,SRD,7.72-60.01,2020-07-05
Suriname,SUR,Apples (1kg),28.45,34.66,21.83,SRD,7.72-50,2020-05-17
Suriname,SUR,Apples (1kg),28.45,3.28,-88.47,$,2.34-5,2022-05-29
Suriname,SUR,Apples (1kg),28.45,34.66,21.83,SRD,7.72-50.00,2020-05-03
Suriname,SUR,Apples (1kg),28.45,5.27,-81.48,$,1.04-8.05,2022-03-13
Suriname,SUR,Apples (1kg),28.45,3.28,-88.47,$,2.34-5,2022-07-03
Suriname,SUR,Apples (1kg),28.45,4.83,-83.02,$,1.04-8.05,2021-11-07
Suriname,SUR,Apples (1kg),28.45,4.83,-83.02,$,1.04-8.05,2022-02-06
Suriname,SUR,Apples (1kg),28.45,4.67,-83.59,$,1.59-2.27,2023-07-30
Suriname,SUR,Apples (1kg),28.45,5.34,-81.23,$,1.04-10.6,2021-05-02
Suriname,SUR,Apples (1kg),28.45,3.28,-88.47,$,2.34-5,2022-05-15
Suriname,SUR,Apples (1kg),28.45,28.45,0.0,SRD,18.67-40.01,2020-02-09
Suriname,SUR,Apples (1kg),28.45,5.34,-81.23,$,1.04-10.6,2021-03-14
Suriname,SUR,Apples (1kg),28.45,35.86,26.04,SRD,7.72-60.01,2020-09-20
Suriname,SUR,Apples (1kg),28.45,3.66,-87.14,$,2.34-5,2022-11-06
Suriname,SUR,Apples (1kg),28.45,3.66,-87.14,$,1.06-2.27,2023-02-05
Suriname,SUR,Apples (1kg),28.45,3.28,-88.47,$,2.34-5,2022-07-31
Suriname,SUR,Apples (1kg),28.45,38.85,36.56,SRD,7.72-60.01,2020-10-18
Suriname,SUR,Apples (1kg),28.45,4.65,-83.66,$,1.04-8.05,2020-10-18
Suriname,SUR,Apples (1kg),28.45,4.83,-83.02,$,1.04-8.05,2021-11-28
Suriname,SUR,Apples (1kg),28.45,3.28,-88.47,$,2.34-5,2022-08-07
Suriname,SUR,Apples (1kg),28.45,34.66,21.83,SRD,7.72-50,2020-06-07
Suriname,SUR,Apples (1kg),28.45,3.28,-88.47,$,2.34-5,2022-06-26
Suriname,SUR,Apples (1kg),28.45,34.66,21.83,SRD,7.72-50,2020-04-26
Suriname,SUR,Apples (1kg),28.45,5.0,-82.43,$,1.59-2.72,2023-12-10
Suriname,SUR,Apples (1kg),28.45,4.83,-83.02,$,1.04-8.05,2022-01-02
Suriname,SUR,Apples (1kg),28.45,5.0,-82.43,$,1.59-2.72,2024-02-18
Suriname,SUR,Apples (1kg),28.45,4.83,-83.02,$,1.04-8.05,2021-11-21
Suriname,SUR,Apples (1kg),28.45,3.66,-87.14,$,2.34-5.00,2023-01-08
Suriname,SUR,Apples (1kg),28.45,5.0,-82.43,$,1.59-2.72,2023-10-22
Suriname,SUR,Apples (1kg),28.45,3.62,-87.28,$,1.06-2.27,2023-03-26
Suriname,SUR,Apples (1kg),28.45,4.83,-83.02,$,1.04-8.05,2021-12-26
Suriname,SUR,Apples (1kg),28.45,5.34,-81.23,$,1.04-10.6,2021-08-22
Suriname,SUR,Apples (1kg),28.45,34.66,21.83,SRD,7.72-60.01,2020-08-30
Suriname,SUR,Apples (1kg),28.45,3.62,-87.28,$,1.06-2.27,2023-04-02
Suriname,SUR,Apples (1kg),28.45,5.34,-81.23,$,1.04-10.6,2021-03-07
Suriname,SUR,Apples (1kg),28.45,5.0,-82.43,$,1.59-2.72,2023-09-03
Suriname,SUR,Apples (1kg),28.45,3.66,-87.14,$,2.34-5,2022-12-11
Suriname,SUR,Apples (1kg),28.45,3.66,-87.14,$,2.34-5.00,2023-01-15
Suriname,SUR,Apples (1kg),28.45,5.34,-81.23,$,1.04-10.6,2021-01-10
Suriname,SUR,Apples (1kg),28.45,5.34,-81.23,$,1.04-10.6,2021-07-25
Suriname,SUR,Apples (1kg),28.45,5.0,-82.43,$,1.59-2.72,2023-10-15
Suriname,SUR,Apples (1kg),28.45,3.65,-87.18,$,1.06-2.27,2023-02-26
Suriname,SUR,Apples (1kg),28.45,3.66,-87.14,$,1.06-2.27,2023-02-19
Suriname,SUR,Apples (1kg),28.45,5.34,-81.23,$,1.04-10.6,2021-06-20
Suriname,SUR,Apples (1kg),28.45,3.28,-88.47,$,2.34-5,2022-07-24
Suriname,SUR,Apples (1kg),28.45,34.66,21.83,SRD,7.72-60.01,2020-09-13
Suriname,SUR,Apples (1kg),28.45,4.83,-83.02,$,1.04-8.05,2021-12-05
Suriname,SUR,Apples (1kg),28.45,4.83,-83.02,$,1.04-8.05,2021-12-12
Suriname,SUR,Apples (1kg),28.45,3.66,-87.14,$,2.34-5,2022-11-27
Suriname,SUR,Apples (1kg),28.45,5.34,-81.23,$,1.04-10.6,2020-12-20
Suriname,SUR,Apples (1kg),28.45,5.0,-82.43,$,1.59-2.72,2023-11-19
Suriname,SUR,Apples (1kg),28.45,4.83,-83.02,$,1.04-8.05,2022-01-30
Suriname,SUR,Apples (1kg),28.45,4.83,-83.02,$,1.04-8.05,2021-12-19
Suriname,SUR,Apples (1kg),28.45,5.34,-81.23,$,1.04-10.6,2020-12-06
Suriname,SUR,Apples (1kg),28.45,3.66,-87.14,$,2.34-5,2022-12-18
Suriname,SUR,Apples (1kg),28.45,3.28,-88.47,$,2.34-5,2022-07-10
Suriname,SUR,Apples (1kg),28.45,3.28,-88.47,$,2.34-5,2022-05-08
Suriname,SUR,Apples (1kg),28.45,4.83,-83.02,$,1.04-8.05,2022-01-09
Suriname,SUR,Apples (1kg),28.45,3.28,-88.47,$,2.34-5,2022-09-04
Suriname,SUR,Apples (1kg),28.45,5.34,-81.23,$,1.04-10.6,2021-04-25
Suriname,SUR,Apples (1kg),28.45,5.34,-81.23,$,1.04-10.6,2021-04-11
Suriname,SUR,Apples (1kg),28.45,4.83,-83.02,$,1.04-8.05,2022-02-20
Suriname,SUR,Apples (1kg),28.45,34.66,21.83,SRD,7.72-60.01,2020-08-23
Suriname,SUR,Apples (1kg),28.45,5.34,-81.23,$,1.04-10.6,2021-02-28
Suriname,SUR,Apples (1kg),28.45,5.0,-82.43,$,1.59-2.72,2023-10-01
Suriname,SUR,Apples (1kg),28.45,34.66,21.83,SRD,7.72-60.01,2020-07-26
Suriname,SUR,Apples (1kg),28.45,3.66,-87.14,$,1.06-2.27,2023-02-12
Suriname,SUR,Apples (1kg),28.45,34.66,21.83,SRD,7.72-50,2020-04-05
Suriname,SUR,Apples (1kg),28.45,5.34,-81.23,$,1.04-10.6,2021-08-15
Suriname,SUR,Apples (1kg),28.45,5.0,-82.43,$,1.59-2.72,2023-09-10
Suriname,SUR,Apples (1kg),28.45,5.34,-81.23,$,1.04-10.6,2021-04-04
Suriname,SUR,Apples (1kg),28.45,3.66,-87.14,$,2.34-5,2022-12-04
Suriname,SUR,Apples (1kg),28.45,5.0,-82.43,$,1.59-2.72,2023-10-08
Suriname,SUR,Apples (1kg),28.45,5.27,-81.48,$,1.04-8.05,2022-04-17
Suriname,SUR,Apples (1kg),28.45,4.83,-83.02,$,1.04-8.05,2022-01-23
Suriname,SUR,Apples (1kg),28.45,4.67,-83.59,$,1.59-2.27,2023-07-16
Suriname,SUR,Apples (1kg),28.45,5.0,-82.43,$,1.59-2.72,2023-09-17
Suriname,SUR,Apples (1kg),28.45,5.34,-81.23,$,1.04-10.6,2021-01-17
Suriname,SUR,Apples (1kg),28.45,5.34,-81.23,$,1.04-10.6,2020-12-13
Suriname,SUR,Apples (1kg),28.45,34.66,21.83,SRD,7.72-60.01,2020-07-12
Suriname,SUR,Apples (1kg),28.45,5.0,-82.43,$,1.59-2.72,2023-12-31
Suriname,SUR,Apples (1kg),28.45,4.65,-83.66,$,1.04-8.05,2020-11-01
Suriname,SUR,Apples (1kg),28.45,34.66,21.83,SRD,7.72-60.01,2020-08-16
Suriname,SUR,Apples (1kg),28.45,5.0,-82.43,$,1.59-2.72,2023-09-24
Suriname,SUR,Apples (1kg),28.45,4.67,-83.59,$,1.59-2.27,2023-08-13
Suriname,SUR,Apples (1kg),28.45,5.27,-81.48,$,1.04-8.05,2022-04-10
